claim_amount,client_age,type_of_policy,car_brand,car_model,car_year,type_of_accident,user_type,total_activities,throughput_duration_days,First Notification of Loss (FNOL),Assign Claim,Claim Decision,Set Reserve,Payment Sent,Close Claim,State
8555,49,0,4,1,2019,0,0,6,28,1,2,3,4,6,5,2
3947,77,1,3,5,2013,2,0,6,35,1,2,3,4,6,5,2
5950,73,0,2,2,2010,2,0,6,32,1,2,3,4,6,5,2
4069,62,1,4,6,2015,0,0,6,25,1,2,3,4,6,5,2
3153,31,0,4,1,2019,0,0,6,32,1,2,3,4,6,5,2
9211,36,0,0,4,2013,1,0,6,29,1,2,3,4,6,5,2
4944,42,1,4,1,2012,0,0,6,32,1,2,3,4,6,5,2
9144,46,1,0,5,2013,3,0,6,32,1,2,3,4,6,5,2
2207,54,0,2,2,2014,2,0,6,32,1,2,3,4,6,5,2
8889,33,1,3,4,2016,2,0,6,29,1,2,3,4,6,5,2
4936,41,1,5,1,2012,0,0,6,32,1,2,3,4,6,5,2
9352,75,0,1,2,2011,0,0,6,30,1,2,3,4,6,5,2
7421,61,0,0,5,2014,0,0,6,35,1,2,3,4,6,5,2
4971,24,1,3,5,2016,2,0,6,31,1,2,3,4,6,5,2
3774,65,0,1,2,2015,1,0,6,36,1,2,3,4,5,4,2
1056,29,1,1,3,2012,2,0,6,26,1,2,3,4,6,5,2
4943,30,2,5,0,2014,2,0,6,28,1,2,3,4,6,5,2
9852,83,1,0,4,2019,1,0,6,31,1,2,3,4,6,5,2
1348,39,0,0,4,2020,2,0,6,30,1,2,3,4,6,5,2
2285,51,2,2,3,2017,2,0,6,31,1,2,3,4,6,5,2
3748,42,0,1,3,2018,2,0,6,25,1,2,3,5,5,4,2
6598,64,1,2,1,2019,0,0,6,27,1,2,3,4,6,5,2
1770,35,0,1,4,2019,2,0,6,27,1,2,3,4,6,5,2
6250,44,1,6,1,2014,2,1,6,30,1,2,3,4,6,5,2
9305,66,1,0,4,2014,0,0,6,32,1,2,3,4,6,5,2
5953,36,0,2,2,2013,1,0,6,34,1,2,3,4,6,5,2
1054,39,0,4,1,2016,2,0,6,26,1,2,3,4,6,5,2
8504,47,1,2,2,2015,0,0,6,30,1,2,3,4,6,5,2
6692,39,0,1,3,2016,1,0,6,28,1,2,3,4,6,5,2
3041,54,2,0,4,2018,0,0,6,33,1,2,3,4,6,5,2
1412,76,1,0,5,2012,0,0,6,25,1,2,3,4,6,5,2
5940,46,0,4,2,2014,1,0,6,29,1,2,3,4,6,5,2
5955,52,0,3,0,2011,1,0,6,28,1,2,3,4,6,5,2
9042,43,1,4,2,2020,2,1,6,29,1,2,3,4,6,5,2
1785,62,0,3,1,2019,3,0,6,27,1,2,3,4,6,5,2
3709,32,0,1,3,2018,1,0,6,18,1,2,3,4,5,4,2
7971,34,0,3,5,2020,2,0,6,24,1,2,3,4,6,5,2
2339,34,2,0,4,2018,2,0,6,28,1,2,3,4,6,5,2
7095,79,0,0,4,2011,2,0,6,29,1,2,3,4,6,5,2
9374,76,0,2,2,2010,0,1,6,29,1,2,3,4,6,5,2
7102,80,0,0,4,2011,2,0,6,28,1,2,3,4,6,5,2
9748,81,1,0,5,2017,1,0,6,32,1,2,3,4,6,5,2
8363,27,0,2,2,2016,2,0,6,24,1,2,3,4,6,5,2
5821,54,0,4,4,2015,2,0,6,30,1,2,3,4,6,5,2
3756,49,0,1,2,2017,1,0,6,28,1,2,3,4,5,4,2
4330,34,1,2,5,2017,1,0,6,33,1,2,3,4,6,5,2
8818,73,0,2,3,2012,0,0,6,29,1,2,3,4,6,5,2
7187,77,1,5,1,2019,2,0,6,26,1,2,3,4,6,5,2
1158,48,1,1,5,2012,1,0,6,26,1,2,3,4,6,5,2
1196,41,1,4,0,2014,1,0,6,26,1,2,3,4,6,5,2
5952,21,0,3,2,2015,1,0,6,34,1,2,3,4,6,5,2
7652,43,0,4,5,2018,0,0,6,36,1,2,3,4,6,5,2
3240,66,2,0,4,2021,1,0,6,30,1,2,3,4,6,5,2
3019,22,1,6,1,2017,1,0,6,31,1,2,3,4,6,5,2
6284,27,0,1,3,2016,2,1,6,28,1,2,3,4,6,5,2
4755,34,2,5,0,2012,1,0,6,28,1,2,3,4,6,5,2
5702,50,1,3,1,2017,0,1,6,30,1,2,3,4,6,5,2
5444,28,1,4,0,2016,1,0,6,28,1,2,3,4,6,5,2
7606,60,0,5,0,2014,2,0,6,30,1,2,3,4,6,5,2
4209,51,0,2,4,2017,2,0,6,30,1,2,3,4,6,5,2
9277,38,0,1,4,2013,2,0,6,27,1,2,3,4,6,5,2
3419,79,0,1,2,2017,1,0,6,29,1,2,3,4,6,5,2
3488,83,0,2,1,2016,1,0,6,29,1,2,3,4,6,5,2
3232,69,2,0,4,2021,3,0,6,32,1,2,3,4,6,5,2
4677,28,0,3,2,2016,0,0,6,30,1,2,3,4,6,5,2
3097,55,2,0,4,2019,0,0,6,31,1,2,3,4,6,5,2
3256,47,2,2,3,2021,2,0,6,28,1,2,3,4,6,5,2
9934,81,1,2,2,2013,1,0,6,26,1,2,3,4,6,5,2
9110,60,1,3,5,2020,3,1,6,30,1,2,3,4,6,5,2
7572,54,1,0,3,2018,3,0,6,29,1,2,3,4,6,5,2
2541,44,2,4,6,2021,1,0,6,26,1,2,3,4,6,5,2
5583,71,1,0,3,2015,1,0,6,32,1,2,3,4,6,5,2
9306,55,1,0,4,2014,0,0,6,30,1,2,3,4,6,5,2
6288,22,0,1,3,2016,2,1,6,29,1,2,3,4,6,5,2
2146,51,0,3,5,2018,1,0,6,33,1,2,3,4,6,5,2
5578,64,1,3,4,2012,1,0,6,32,1,2,3,4,6,5,2
4004,74,1,4,6,2014,2,0,6,32,1,2,3,4,6,5,2
8415,39,0,2,2,2017,1,0,6,28,1,2,3,4,6,5,2
5865,63,0,4,6,2014,2,0,6,33,1,2,3,4,6,5,2
1323,68,0,3,0,2019,0,0,6,29,1,2,3,4,6,5,2
5145,44,1,1,3,2015,0,0,6,31,1,2,3,4,6,5,2
6514,46,1,5,1,2017,0,0,6,26,1,2,3,4,6,5,2
1265,54,1,3,5,2010,0,0,6,27,1,2,3,4,6,5,2
8425,47,0,2,3,2017,2,0,6,27,1,2,3,4,6,5,2
6542,37,0,3,2,2018,0,0,6,25,1,2,3,4,6,5,2
7384,54,0,2,2,2017,0,0,6,31,1,2,3,4,6,5,2
2170,81,1,4,1,2018,2,0,6,33,1,2,3,4,6,5,2
3964,77,1,4,6,2012,2,0,6,34,1,2,3,4,6,5,2
6150,44,0,5,0,2013,3,0,6,30,1,2,3,4,5,5,2
6717,31,0,1,3,2015,1,0,6,28,1,2,3,4,6,5,2
7362,56,0,3,3,2017,1,0,6,33,1,2,3,4,6,5,2
4120,54,0,3,5,2017,0,0,6,25,1,2,3,4,6,5,2
6929,46,0,2,2,2014,1,0,6,31,1,2,3,4,6,5,2
2719,42,1,3,4,2020,0,1,6,24,1,2,3,4,6,5,2
6963,58,0,5,1,2014,0,0,6,28,1,2,3,4,6,5,2
9516,40,0,1,1,2016,1,0,6,26,1,2,3,4,6,5,2
6317,39,1,3,0,2012,2,0,6,31,1,2,3,4,6,5,2
1775,27,0,1,3,2020,3,0,6,26,1,2,3,4,6,5,2
5074,22,1,0,4,2019,2,0,6,30,1,2,3,4,6,5,2
3770,22,0,1,3,2015,0,0,6,20,1,2,3,4,5,4,2
8430,41,0,3,3,2017,2,0,6,28,1,2,3,4,6,5,2
5604,80,1,5,1,2014,2,0,6,30,1,2,3,4,6,5,2
5579,75,2,0,4,2018,1,0,6,31,1,2,3,4,6,5,2
7017,61,1,3,2,2020,0,0,6,32,1,2,3,4,6,5,2
7161,68,2,3,3,2017,1,0,6,39,1,2,3,4,6,5,2
7673,76,1,2,2,2011,0,0,6,28,1,2,3,4,6,5,2
7608,49,1,2,1,2020,2,1,6,31,1,2,3,4,6,5,2
8268,64,1,3,5,2017,2,0,6,23,1,2,3,4,6,5,2
1053,39,0,3,1,2016,2,0,6,25,1,2,3,4,6,5,2
1054,29,1,1,3,2010,2,0,6,28,1,2,3,4,6,5,2
7065,72,0,2,3,2015,2,0,6,30,1,2,3,4,6,5,2
4692,19,1,3,0,2017,2,0,6,23,1,2,3,4,6,5,2
1429,65,0,5,0,2013,1,0,6,26,1,2,3,4,6,5,2
7562,62,0,3,1,2014,2,0,6,26,1,2,3,4,6,5,2
4971,24,1,3,5,2016,2,0,6,31,1,2,3,4,6,5,2
6533,75,0,3,1,2013,1,0,6,28,1,2,3,4,6,5,2
7413,52,0,2,2,2018,0,0,6,30,1,2,3,4,6,5,2
3724,26,0,1,3,2020,2,0,6,16,1,2,3,5,5,4,2
4249,58,0,1,5,2018,2,0,6,34,1,2,3,4,6,5,2
9047,28,1,2,3,2013,3,0,6,29,1,2,3,4,6,5,2
8333,74,1,2,4,2018,2,0,6,24,1,2,3,4,6,5,2
8512,69,0,2,3,2018,2,0,6,29,1,2,3,4,6,5,2
6303,31,0,2,2,2014,2,1,6,30,1,2,3,4,6,5,2
1066,35,2,1,2,2016,2,0,6,22,1,2,3,4,6,5,2
7628,66,0,5,3,2014,1,0,6,31,1,2,3,4,6,5,2
3418,75,0,1,2,2018,0,0,6,28,1,2,3,4,6,5,2
1429,65,0,5,0,2013,1,0,6,26,1,2,3,4,6,5,2
6609,47,0,1,3,2021,1,0,6,25,1,2,3,4,6,5,2
5449,25,1,4,0,2016,1,0,6,29,1,2,3,4,6,5,2
2615,55,1,4,2,2020,0,0,6,28,1,2,3,4,6,5,2
9580,44,0,3,0,2016,1,0,6,26,1,2,3,4,6,5,2
8459,62,1,3,3,2018,2,0,6,33,1,2,3,4,6,5,2
3013,22,1,6,1,2017,1,0,6,30,1,2,3,4,6,5,2
7662,75,1,2,3,2011,0,0,6,29,1,2,3,4,6,5,2
3477,83,0,2,2,2017,1,0,6,29,1,2,3,4,6,5,2
4119,60,0,3,5,2018,0,0,6,24,1,2,3,4,6,5,2
5687,67,1,2,3,2018,1,0,6,32,1,2,3,4,6,5,2
6646,72,1,1,2,2020,1,0,6,28,1,2,3,4,6,5,2
4403,58,1,1,3,2018,3,0,6,30,1,2,3,4,6,5,2
8335,31,1,2,1,2015,0,1,6,28,1,2,3,4,6,5,2
8186,20,0,4,0,2010,0,0,6,26,1,2,3,4,6,5,2
7412,58,0,1,4,2016,0,0,6,35,1,2,3,4,6,5,2
2580,50,1,3,5,2019,0,0,6,28,1,2,3,4,6,5,2
6647,72,0,1,2,2020,1,0,6,28,1,2,3,4,6,5,2
1055,38,0,3,1,2016,2,0,6,25,1,2,3,4,6,5,2
9196,63,1,2,5,2019,1,0,6,31,1,2,3,4,6,5,2
5601,65,0,4,2,2015,2,0,6,29,1,2,3,4,6,5,2
5399,32,1,5,0,2016,2,0,6,29,1,2,3,4,6,5,2
8434,40,0,2,2,2016,1,0,6,28,1,2,3,4,6,5,2
3539,79,0,3,1,2015,1,0,6,29,1,2,3,4,6,5,2
6713,25,0,1,3,2015,1,0,6,28,1,2,3,4,6,5,2
7400,58,0,0,3,2015,0,0,6,35,1,2,3,4,6,5,2
7344,58,0,3,3,2016,1,0,6,32,1,2,3,4,6,5,2
4236,57,0,1,5,2018,2,0,6,33,1,2,3,4,6,5,2
3595,61,0,5,0,2014,2,0,6,29,1,2,3,4,6,5,2
2178,68,0,2,2,2017,2,0,6,31,1,2,3,4,6,5,2
5019,19,1,2,5,2019,2,0,6,31,1,2,3,4,6,5,2
3683,79,0,2,1,2017,1,0,6,31,1,2,3,4,6,5,2
9906,82,1,2,2,2013,1,0,6,31,1,2,3,4,6,5,2
8299,71,1,3,5,2018,2,0,6,24,1,2,3,4,6,5,2
4768,45,0,3,2,2018,0,0,6,28,1,2,3,4,6,5,2
7332,59,0,3,3,2017,1,0,6,33,1,2,3,4,6,5,2
1814,53,0,1,3,2015,2,0,6,26,1,2,3,4,6,5,2
1825,47,0,1,4,2016,3,0,6,26,1,2,3,4,6,5,2
7882,63,0,1,3,2013,1,1,6,27,1,2,3,4,5,5,2
4761,42,0,3,2,2019,0,0,6,30,1,2,3,4,6,5,2
9574,41,0,4,0,2016,1,0,6,27,1,2,3,4,6,5,2
5604,62,0,3,3,2016,2,0,6,29,1,2,3,4,6,5,2
5500,52,1,3,2,2015,2,0,6,30,1,2,3,4,6,5,2
1783,42,0,3,1,2013,1,0,6,28,1,2,3,4,6,5,2
3780,74,1,1,2,2019,1,0,6,21,1,2,3,4,6,5,2
1069,40,2,0,4,2014,2,0,6,24,1,2,3,4,6,5,2
7419,60,0,0,4,2014,0,0,6,35,1,2,3,4,6,5,2
2469,52,0,0,5,2011,1,0,6,31,1,2,3,4,6,5,2
9140,31,0,1,4,2014,2,0,6,29,1,2,3,4,6,5,2
5497,25,2,2,1,2013,1,0,6,34,1,2,3,4,6,5,2
8569,67,0,3,1,2016,0,0,6,27,1,2,3,4,6,5,2
6890,57,1,2,5,2014,3,0,6,29,1,2,3,4,6,5,2
2865,27,1,4,1,2017,0,0,6,28,1,2,3,4,6,5,2
8653,60,0,1,4,2011,0,0,6,32,1,2,3,4,6,5,2
2538,41,2,4,5,2021,1,0,6,25,1,2,3,4,6,5,2
6988,60,1,3,2,2016,0,0,6,29,1,2,3,4,6,5,2
1227,52,0,3,4,2011,0,0,6,27,1,2,3,4,6,5,2
4984,48,1,5,1,2014,2,0,6,25,1,2,3,4,6,5,2
3247,60,2,0,4,2021,0,0,6,28,1,2,3,4,6,5,2
6690,26,0,1,4,2016,2,0,6,28,1,2,3,4,6,5,2
9850,51,0,2,5,2021,2,0,6,27,1,2,3,4,6,5,2
3791,41,0,1,3,2014,1,0,6,25,1,2,3,4,6,5,2
1266,61,0,5,0,2017,0,0,6,28,1,2,3,4,6,5,2
4968,46,1,6,1,2012,1,1,6,27,1,2,3,4,6,5,2
5567,66,1,2,5,2013,1,0,6,31,1,2,3,4,6,5,2
7200,74,1,2,3,2013,1,0,6,31,1,2,3,4,6,5,2
3664,77,0,3,1,2016,1,0,6,31,1,2,3,4,6,5,2
4822,37,0,4,4,2013,1,0,6,30,1,2,3,4,6,5,2
4949,40,1,3,2,2013,0,0,6,31,1,2,3,4,6,5,2
7473,59,0,0,4,2015,1,0,6,30,1,2,3,4,6,5,2
8277,62,1,3,5,2017,1,0,6,23,1,2,3,4,6,5,2
1690,57,0,2,2,2017,0,1,6,33,1,2,3,4,6,5,2
2339,20,1,4,0,2019,0,1,6,27,1,2,3,4,6,5,2
7556,61,1,1,3,2015,2,0,6,27,1,2,3,4,6,5,2
8916,77,0,1,3,2015,2,1,6,28,1,2,3,4,6,5,2
1310,76,0,5,0,2019,0,0,6,29,1,2,3,4,6,5,2
5861,53,0,3,4,2014,2,0,6,30,1,2,3,4,6,5,2
1264,51,1,4,4,2010,0,0,6,27,1,2,3,4,6,5,2
4986,49,1,5,1,2019,1,0,6,28,1,2,3,4,6,5,2
5596,63,1,2,2,2012,1,0,6,35,1,2,3,4,6,5,2
4224,53,1,3,4,2017,1,0,6,26,1,2,3,4,6,5,2
4213,50,0,2,4,2017,2,0,6,29,1,2,3,4,6,5,2
2777,32,0,2,2,2018,0,0,6,27,1,2,3,4,6,5,2
5794,67,0,4,6,2016,2,0,6,33,1,2,3,4,6,5,2
2167,46,0,3,4,2016,1,0,6,33,1,2,3,4,6,5,2
7839,74,0,1,2,2012,1,1,6,26,1,2,3,4,5,5,2
3731,37,0,4,1,2015,1,0,6,21,1,2,3,4,6,5,2
4771,38,1,5,0,2010,1,0,6,30,1,2,3,4,6,5,2
8541,34,0,5,1,2021,0,0,6,29,1,2,3,4,6,5,2
5602,74,1,4,1,2014,2,0,6,32,1,2,3,4,6,5,2
7976,27,0,3,5,2020,2,0,6,24,1,2,3,4,6,5,2
7918,67,0,1,2,2016,2,1,6,26,1,2,3,5,4,5,2
2515,73,0,2,2,2019,1,0,6,32,1,2,3,4,6,5,2
6252,60,1,6,1,2013,2,1,6,29,1,2,3,4,6,5,2
2455,45,1,0,4,2012,2,0,6,25,1,2,3,4,6,5,2
7421,62,0,0,5,2014,0,1,6,36,1,2,3,4,6,5,2
3593,65,0,4,0,2014,1,0,6,29,1,2,3,4,6,5,2
4980,30,1,4,3,2015,2,0,6,28,1,2,3,4,6,5,2
8818,75,0,2,3,2011,0,0,6,30,1,2,3,4,6,5,2
9148,41,0,0,4,2012,2,0,6,32,1,2,3,4,6,5,2
2530,65,0,2,3,2019,1,0,6,32,1,2,3,4,6,5,2
9486,41,0,2,2,2014,2,0,6,26,1,2,3,4,6,5,2
9367,45,0,2,2,2012,1,1,6,25,1,2,3,4,6,5,2
3745,39,0,1,3,2018,2,0,6,23,1,2,3,5,5,4,2
4837,38,0,4,4,2015,1,0,6,28,1,2,3,4,6,5,2
3256,46,2,2,3,2021,2,0,6,28,1,2,3,4,6,5,2
1787,25,0,3,2,2016,3,0,6,28,1,2,3,4,6,5,2
1512,57,0,4,0,2010,2,0,6,25,1,2,3,4,6,5,2
4806,53,0,5,1,2015,0,0,6,21,1,2,3,4,6,5,2
2558,58,2,5,1,2020,1,0,6,31,1,2,3,4,6,5,2
1746,41,0,3,2,2016,1,0,6,30,1,2,3,4,6,5,2
3538,79,0,3,1,2015,1,0,6,29,1,2,3,4,6,5,2
4964,29,1,3,4,2015,1,0,6,31,1,2,3,4,6,5,2
7546,60,1,0,4,2016,2,0,6,28,1,2,3,4,6,5,2
4942,30,2,5,0,2014,2,0,6,28,1,2,3,4,6,5,2
8965,27,0,4,0,2019,2,1,6,28,1,2,3,4,6,5,2
6269,29,0,0,4,2017,2,0,6,31,1,2,3,4,6,5,2
2555,55,2,5,2,2021,1,0,6,30,1,2,3,4,6,5,2
5589,60,1,2,2,2012,1,0,6,34,1,2,3,4,6,5,2
7063,72,0,0,4,2013,1,0,6,30,1,2,3,4,6,5,2
8970,23,1,4,0,2019,2,1,6,29,1,2,3,4,6,5,2
8553,45,1,1,3,2013,0,0,6,31,1,2,3,4,6,5,2
9797,81,1,1,3,2012,1,0,6,31,1,2,3,4,6,5,2
2842,28,1,4,2,2018,0,0,6,28,1,2,3,4,6,5,2
7510,58,0,3,0,2014,1,0,6,27,1,2,3,4,6,5,2
8018,23,1,4,4,2019,1,0,6,24,1,2,3,4,6,5,2
7629,70,0,3,1,2011,0,0,6,27,1,2,3,4,6,5,2
6750,65,1,0,4,2016,0,0,6,28,1,2,3,4,6,5,2
2339,34,2,0,4,2018,2,0,6,28,1,2,3,4,6,5,2
9424,42,0,2,2,2013,2,0,6,25,1,2,3,4,6,5,2
6713,26,0,1,3,2015,1,0,6,28,1,2,3,4,6,5,2
4239,36,1,4,6,2016,0,0,6,29,1,2,3,4,6,5,2
4773,47,1,4,0,2015,0,0,6,21,1,2,3,4,6,5,2
7611,48,0,2,2,2020,2,1,6,31,1,2,3,4,6,5,2
5003,50,1,3,2,2016,2,1,6,25,1,2,3,4,6,5,2
9928,81,1,2,2,2013,1,0,6,27,1,2,3,4,6,5,2
3664,77,0,3,1,2016,1,0,6,31,1,2,3,4,6,5,2
9010,25,1,3,0,2016,2,0,6,29,1,2,3,4,6,5,2
5568,70,1,2,2,2018,1,0,6,35,1,2,3,4,6,5,2
2181,79,1,4,1,2017,2,0,6,33,1,2,3,4,6,5,2
6740,81,1,0,4,2017,0,0,6,28,1,2,3,4,6,5,2
6577,30,0,1,3,2020,1,0,6,24,1,2,3,4,6,5,2
8962,67,0,1,3,2018,3,1,6,25,1,2,3,4,6,5,2
6835,29,1,2,2,2019,1,0,6,28,1,2,3,4,6,5,2
4946,28,1,4,0,2014,3,0,6,29,1,2,3,4,6,5,2
7560,57,1,0,4,2018,3,0,6,28,1,2,3,4,6,5,2
7137,67,1,3,2,2019,1,0,6,41,1,2,3,4,6,5,2
4768,40,1,5,1,2013,1,0,6,31,1,2,3,4,6,5,2
3821,22,0,2,5,2013,1,0,6,27,1,2,3,4,6,5,2
7972,31,0,3,5,2020,2,0,6,24,1,2,3,4,6,5,2
6985,49,1,1,4,2015,1,0,6,31,1,2,3,4,6,5,2
3794,67,1,2,3,2018,1,0,6,23,1,2,3,4,6,5,2
1070,41,2,0,4,2014,2,0,6,24,1,2,3,4,6,5,2
3730,25,0,1,3,2020,2,0,6,16,1,2,3,5,5,4,2
5612,74,2,3,2,2018,3,0,6,30,1,2,3,4,6,5,2
5601,66,1,2,2,2013,1,0,6,34,1,2,3,4,6,5,2
5808,65,0,4,6,2015,2,0,6,33,1,2,3,4,6,5,2
9510,39,0,3,1,2015,1,0,6,26,1,2,3,4,6,5,2
1343,43,0,1,3,2020,2,0,6,30,1,2,3,4,6,5,2
1791,37,0,3,1,2015,3,0,6,28,1,2,3,4,6,5,2
3003,46,2,1,3,2017,0,0,6,32,1,2,3,4,6,5,2
7569,62,0,4,0,2013,2,0,6,26,1,2,3,4,6,5,2
5704,49,1,3,1,2017,0,1,6,30,1,2,3,4,6,5,2
5380,32,1,5,0,2014,2,0,6,30,1,2,3,4,6,5,2
6166,36,0,2,0,2010,0,0,6,27,1,2,3,4,6,5,2
7610,68,0,4,3,2013,1,0,6,28,1,2,3,4,6,5,2
1709,55,0,2,3,2019,0,0,6,32,1,2,3,4,6,5,2
6723,68,0,4,0,2017,0,0,6,25,1,2,3,4,6,5,2
7885,56,0,1,2,2018,1,1,6,27,1,2,3,5,4,5,2
2207,73,2,5,1,2017,2,0,6,34,1,2,3,4,6,5,2
9620,56,0,2,2,2016,1,0,6,32,1,2,3,4,6,5,2
4980,18,1,3,5,2017,2,0,6,30,1,2,3,4,6,5,2
8803,78,1,3,3,2010,0,0,6,31,1,2,3,4,6,5,2
6288,21,0,0,4,2017,2,0,6,28,1,2,3,4,6,5,2
1633,62,0,2,2,2011,2,1,6,33,1,2,3,4,6,5,2
1500,58,0,4,0,2010,2,0,6,25,1,2,3,4,6,5,2
8777,66,1,3,3,2011,0,0,6,30,1,2,3,4,6,5,2
7850,52,0,1,3,2013,1,1,6,28,1,2,3,4,5,5,2
9435,47,0,2,3,2012,1,0,6,28,1,2,3,4,6,5,2
5529,28,1,2,2,2012,1,0,6,36,1,2,3,4,6,5,2
6277,26,1,0,4,2018,3,1,6,29,1,2,3,4,6,5,2
7127,66,1,3,2,2019,1,1,6,41,1,2,3,4,6,5,2
7074,74,0,0,3,2012,2,0,6,29,1,2,3,4,6,5,2
9802,57,0,3,4,2015,2,0,6,27,1,2,3,4,6,5,2
6696,36,0,1,3,2016,1,0,6,28,1,2,3,4,6,5,2
4127,46,0,4,6,2015,1,0,6,30,1,2,3,4,6,5,2
1181,39,1,4,0,2014,1,0,6,25,1,2,3,4,6,5,2
9486,40,0,2,2,2014,1,0,6,26,1,2,3,4,6,5,2
8542,34,0,5,1,2021,0,0,6,28,1,2,3,4,6,5,2
2513,43,1,2,5,2018,1,1,6,27,1,2,3,4,6,5,2
2535,54,1,3,5,2017,1,0,6,29,1,2,3,4,6,5,2
2544,55,1,3,5,2018,1,0,6,30,1,2,3,4,6,5,2
9632,62,0,1,3,2015,1,0,6,33,1,2,3,4,6,5,2
1330,76,0,4,0,2019,0,0,6,29,1,2,3,4,6,5,2
9839,80,1,0,3,2013,1,0,6,28,1,2,3,4,6,5,2
4602,18,0,5,0,2017,0,1,6,28,1,2,3,4,6,5,2
8026,23,1,4,4,2019,1,0,6,24,1,2,3,4,6,5,2
5579,52,0,2,2,2012,1,0,6,34,1,2,3,4,6,5,2
5530,28,1,2,2,2012,1,0,6,36,1,2,3,4,6,5,2
8894,32,1,4,3,2017,2,0,6,29,1,2,3,4,6,5,2
4993,39,1,5,2,2020,2,0,6,29,1,2,3,4,6,5,2
2165,67,1,5,2,2017,1,0,6,34,1,2,3,4,6,5,2
2152,82,0,2,1,2020,2,0,6,31,1,2,3,4,6,5,2
1276,64,0,5,0,2018,0,0,6,28,1,2,3,4,6,5,2
6250,43,1,5,1,2015,2,0,6,31,1,2,3,4,6,5,2
6745,25,0,1,3,2015,1,0,6,29,1,2,3,4,6,5,2
1731,60,0,3,1,2020,1,0,6,30,1,2,3,4,6,5,2
8380,34,1,2,2,2016,0,0,6,28,1,2,3,4,6,5,2
8551,69,0,3,5,2018,2,0,6,25,1,2,3,4,6,5,2
7399,52,0,2,2,2020,0,0,6,34,1,2,3,4,6,5,2
4759,40,0,3,2,2017,1,0,6,31,1,2,3,4,6,5,2
8532,46,1,2,2,2015,0,0,6,28,1,2,3,4,6,5,2
5000,52,1,5,1,2021,2,0,6,27,1,2,3,4,6,5,2
8419,57,0,2,3,2018,2,0,6,27,1,2,3,4,6,5,2
1838,53,1,1,4,2015,2,0,6,26,1,2,3,4,6,5,2
9830,83,1,0,4,2020,1,0,6,32,1,2,3,4,6,5,2
6319,38,0,3,0,2012,2,1,6,31,1,2,3,4,6,5,2
6288,21,0,0,4,2017,2,0,6,28,1,2,3,4,6,5,2
4978,48,1,6,1,2013,2,0,6,26,1,2,3,4,6,5,2
1405,61,1,0,5,2015,1,0,6,26,1,2,3,4,6,5,2
9255,52,1,0,5,2016,0,0,6,31,1,2,3,4,6,5,2
3777,68,0,2,2,2015,1,0,6,37,1,2,3,4,6,5,2
9609,56,0,2,2,2014,1,0,6,28,1,2,3,4,6,5,2
9662,77,1,0,4,2012,1,0,6,31,1,2,3,4,6,5,2
5624,29,0,2,2,2013,1,0,6,34,1,2,3,4,6,5,2
5791,68,0,4,6,2016,2,0,6,33,1,2,3,4,6,5,2
5619,42,0,2,1,2013,2,0,6,32,1,2,3,4,6,5,2
7013,58,1,3,2,2018,1,0,6,32,1,2,3,4,6,5,2
7162,80,0,5,1,2021,3,0,6,25,1,2,3,4,6,5,2
7107,65,1,2,2,2019,0,0,6,39,1,2,3,4,6,5,2
1711,54,0,2,3,2018,0,0,6,32,1,2,3,4,6,5,2
8450,55,1,3,3,2018,2,0,6,31,1,2,3,4,6,5,2
9162,49,0,1,5,2017,2,0,6,29,1,2,3,4,6,5,2
2508,68,0,1,2,2017,2,0,6,31,1,2,3,4,6,5,2
6197,73,1,5,0,2015,2,0,6,28,1,2,3,5,4,5,2
8505,64,1,2,2,2016,2,0,6,33,1,2,3,4,6,5,2
1725,60,0,3,1,2020,1,0,6,31,1,2,3,4,6,5,2
2522,59,0,2,2,2019,1,0,6,29,1,2,3,4,6,5,2
6288,21,0,0,4,2017,2,0,6,28,1,2,3,4,6,5,2
4822,46,0,4,3,2015,1,0,6,25,1,2,3,4,6,5,2
6666,26,0,1,4,2016,2,0,6,26,1,2,3,4,6,5,2
5450,23,1,4,0,2016,1,0,6,29,1,2,3,4,6,5,2
1226,51,0,2,4,2011,0,0,6,27,1,2,3,4,6,5,2
6179,31,0,2,1,2014,2,0,6,32,1,2,3,4,6,5,2
1804,22,0,5,1,2011,3,0,6,29,1,2,3,4,6,5,2
7147,80,0,4,1,2019,3,0,6,25,1,2,3,4,6,5,2
4649,23,0,1,2,2014,0,0,6,29,1,2,3,4,6,5,2
3774,20,0,1,4,2015,1,0,6,20,1,2,3,4,5,4,2
6773,34,0,2,2,2017,0,0,6,28,1,2,3,4,6,5,2
6314,32,1,2,1,2014,1,0,6,29,1,2,3,4,6,5,2
8419,39,0,2,2,2017,1,0,6,28,1,2,3,4,6,5,2
5610,49,0,2,2,2013,1,0,6,34,1,2,3,4,6,5,2
9080,47,1,3,4,2018,2,1,6,30,1,2,3,4,6,5,2
1383,80,1,2,2,2016,0,1,6,27,1,2,3,4,6,5,2
6253,57,2,2,3,2014,2,0,6,31,1,2,3,4,6,5,2
8559,54,0,4,1,2018,0,0,6,28,1,2,3,4,6,5,2
8957,31,1,3,3,2014,2,0,6,29,1,2,3,4,6,5,2
8545,34,0,5,1,2021,0,0,6,29,1,2,3,4,6,5,2
2088,46,1,4,1,2018,2,0,6,33,1,2,3,4,6,5,2
